slug,title,city,type,price,bedrooms,area,image,description,tags
apartamento-compacto-mongagua,Apartamento compacto — Mongaguá,Mongaguá,Apartamento,210000,,,img/mongagua-apartamento-compacto-centro.png,Apartamento compacto no centro de Mongaguá.,batch9
sobrado-geminado-peruibe,Sobrado geminado — Peruíbe,Peruíbe,Sobrado,450000,,,img/peruibe-sobrado-geminado-condo.png,Sobrado geminado em condomínio fechado.,batch9
apartamento-alto-padrao-bertioga,Apartamento alto padrão — Bertioga,Bertioga,Apartamento,950000,,,img/bertioga-apartamento-alto-padrao-vista.png,Apartamento alto padrão com vista mar.,batch9
casa-3-quartos-no-embare-santos,Casa 3 quartos no Embaré — Santos,Santos,Casa,560000,,,img/santos-casa-embare-3qt.png,Casa 3 quartos no Embaré com área de lazer.,batch9
studio-no-centro-guaruja,Studio no centro — Guarujá,Guarujá,Studio,250000,,,img/guaruja-studio-centro.png,Studio no centro do Guarujá com financiamento.,batch9
cobertura-duplex-praia-grande,Cobertura duplex — Praia Grande,Praia Grande,Cobertura,720000,,,img/praiagrande-cobertura-duplex.png,Cobertura duplex com vista mar e lazer.,batch9
casa-no-centro-sao-vicente,Casa no centro — São Vicente,São Vicente,Casa,410000,,,img/saovicente-casa-centro.png,Casa no centro de São Vicente com quintal.,batch9
apartamento-2-quartos-itanhaem,Apartamento 2 quartos — Itanhaém,Itanhaém,Apartamento,290000,,,img/itanhaem-apartamento-2qt-piscina.png,Apartamento 2 quartos em Itanhaém com piscina.,batch9
sobrado-condominio-fechado-mongagua,Sobrado condomínio fechado — Mongaguá,Mongaguá,Sobrado,520000,,,img/mongagua-sobrado-condo.png,Sobrado em condomínio fechado com lazer.,batch9
casa-terrea-na-orla-peruibe,Casa térrea na orla — Peruíbe,Peruíbe,Casa,470000,,,img/peruibe-casa-terra-orla.png,Casa térrea na orla de Peruíbe com vista.,batch9
apartamento-compacto-bertioga,Apartamento compacto — Bertioga,Bertioga,Apartamento,270000,,,img/bertioga-apartamento-compacto.png,Apartamento compacto em Bertioga com financiamento.,batch9
cobertura-vista-mar-guaruja,Cobertura vista mar — Guarujá,Guarujá,Cobertura,820000,,,img/guaruja-cobertura-vista-mar.png,Cobertura vista mar no Guarujá com piscina privativa.,batch9
studio-lancamento-santos,Studio lançamento — Santos,Santos,Studio,300000,,,img/santos-studio-lancamento-gonzaga.png,Studio em lançamento no Gonzaga com financiamento.,batch9
casa-4-quartos-praia-grande,Casa 4 quartos — Praia Grande,Praia Grande,Casa,680000,,,img/praiagrande-casa-4qt-lazer.png,Casa 4 quartos em Praia Grande com lazer.,batch9
apartamento-vista-mar-sao-vicente,Apartamento vista mar — São Vicente,São Vicente,Apartamento,650000,,,img/saovicente-apartamento-vista-mar.png,Apartamento vista mar em São Vicente com 3 quartos.,batch9
apartamento-3-quartos-santos,Apartamento 3 quartos — Santos,Santos,Apartamento,620000,,,img/santos-3qt-gonzaga.png,Apartamento 3 quartos no Gonzaga com vista mar e lazer completo.,batch10
casa-4-quartos-guaruja,Casa 4 quartos — Guarujá,Guarujá,Casa,780000,,,img/guaruja-4qt-acapulco.png,Casa 4 quartos no Jardim Acapulco com piscina e churrasqueira.,batch10
casa-terrea-centro-itanhaem,Casa térrea centro — Itanhaém,Itanhaém,Casa,340000,,,img/itanhaem-terrea-centro.png,Casa térrea no centro de Itanhaém com quintal.,batch10
casa-3-quartos-embare-santos,Casa 3 quartos Embaré — Santos,Santos,Casa,560000,,,img/santos-casa-embare.png,Casa 3 quartos no Embaré com área de lazer.,batch10
studio-centro-guaruja,Studio centro — Guarujá,Guarujá,Studio,250000,,,img/guaruja-studio-centro.png,Studio no centro do Guarujá com financiamento.,batch10
sobrado-condominio-mongagua,Sobrado condomínio — Mongaguá,Mongaguá,Sobrado,520000,,,img/mongagua-sobrado-condo.png,Sobrado em condomínio fechado com lazer.,batch10
casa-terrea-orla-peruibe,Casa térrea orla — Peruíbe,Peruíbe,Casa,470000,,,img/peruibe-terrea-orla.png,Casa térrea na orla de Peruíbe com vista.,batch10
casa-3-quartos-itanhaem,Casa 3 quartos — Itanhaém,Itanhaém,Casa,380000,,,img/itanhaem-3qt-quintal.png,Casa 3 quartos em Itanhaém com quintal.,batch10
apartamento-2-quartos-mongagua,Apartamento 2 quartos — Mongaguá,Mongaguá,Apartamento,230000,,,img/mongagua-2qt-lazer.png,Apartamento 2 quartos em Mongaguá com lazer.,batch10
sobrado-3-quartos-peruibe,Sobrado 3 quartos — Peruíbe,Peruíbe,Sobrado,480000,,,img/peruibe-sobrado-3qt.png,Sobrado 3 quartos em Peruíbe com área gourmet.,batch10
cobertura-3-quartos-bertioga,Cobertura 3 quartos — Bertioga,Bertioga,Cobertura,870000,,,img/bertioga-cobertura-3qt.png,Cobertura 3 quartos em Bertioga com vista mar.,batch10
studio-1-quarto-santos,Studio 1 quarto — Santos,Santos,Studio,240000,,,img/santos-studio-1qt.png,Studio 1 quarto no Gonzaga com financiamento.,batch10
casa-5-quartos-guaruja,Casa 5 quartos — Guarujá,Guarujá,Casa,920000,,,img/guaruja-5qt-pool.png,Casa 5 quartos no Guarujá com piscina e churrasqueira.,batch10
apartamento-4-quartos-praia-grande,Apartamento 4 quartos — Praia Grande,Praia Grande,Apartamento,750000,,,img/pg-apt-4qt-lazer.png,Apartamento 4 quartos em Praia Grande com lazer completo.,batch10
casa-terrea-3-quartos-sao-vicente,Casa térrea 3 quartos — São Vicente,São Vicente,Casa,390000,,,img/sv-casa-terrea-3qt.png,Casa térrea 3 quartos em São Vicente com quintal.,batch10
sobrado-4-quartos-itanhaem,Sobrado 4 quartos — Itanhaém,Itanhaém,Sobrado,560000,,,img/itanhaem-sobrado-4qt.png,Sobrado 4 quartos em Itanhaém com área de lazer.,batch10
apartamento-1-quarto-mongagua,Apartamento 1 quarto — Mongaguá,Mongaguá,Apartamento,190000,,,img/mongagua-1qt.png,Apartamento 1 quarto em Mongaguá com financiamento.,batch10
cobertura-2-quartos-peruibe,Cobertura 2 quartos — Peruíbe,Peruíbe,Cobertura,580000,,,img/peruibe-cobertura-2qt.png,Cobertura 2 quartos em Peruíbe com vista mar.,batch10
casa-3-quartos-bertioga,Casa 3 quartos — Bertioga,Bertioga,Casa,640000,,,img/bertioga-casa-3qt.png,Casa 3 quartos em Bertioga com piscina.,batch10
studio-compacto-santos,Studio compacto — Santos,Santos,Studio,220000,,,img/santos-studio-compacto.png,Studio compacto em Santos com financiamento.,batch10
apartamento-3-quartos-guaruja,Apartamento 3 quartos — Guarujá,Guarujá,Apartamento,590000,,,img/guaruja-apt-3qt-vista.png,Apartamento 3 quartos no Guarujá com vista mar.,batch10
sobrado-3-quartos-sao-vicente,Sobrado 3 quartos — São Vicente,São Vicente,Sobrado,530000,,,img/sv-sobrado-3qt.png,Sobrado 3 quartos em São Vicente com área gourmet.,batch10
casa-terrea-4-quartos-mongagua,Casa térrea 4 quartos — Mongaguá,Mongaguá,Casa,450000,,,img/mongagua-casa-terrea-4qt.png,Casa térrea 4 quartos em Mongaguá com quintal.,batch10
cobertura-4-quartos-peruibe,Cobertura 4 quartos — Peruíbe,Peruíbe,Cobertura,780000,,,img/peruibe-cobertura-4qt.png,Cobertura 4 quartos em Peruíbe com vista mar.,batch10
apartamento-1-quarto-bertioga,Apartamento 1 quarto — Bertioga,Bertioga,Apartamento,240000,,,img/bertioga-apt-1qt.png,Apartamento 1 quarto em Bertioga com financiamento.,batch10
casa-3-quartos-santos,Casa 3 quartos — Santos,Santos,Casa,570000,,,img/santos-casa-3qt-lazer.png,Casa 3 quartos em Santos com área de lazer.,batch10
studio-2-quartos-guaruja,Studio 2 quartos — Guarujá,Guarujá,Studio,270000,,,img/guaruja-studio-2qt.png,Studio 2 quartos no Guarujá com financiamento.,batch10
casa-5-quartos-sao-vicente,Casa 5 quartos — São Vicente,São Vicente,Casa,850000,,,img/sv-casa-5qt.png,Casa 5 quartos em São Vicente com piscina.,batch10
sobrado-2-quartos-itanhaem,Sobrado 2 quartos — Itanhaém,Itanhaém,Sobrado,420000,,,img/itanhaem-sobrado-2qt.png,Sobrado 2 quartos em Itanhaém com área gourmet.,batch10
apartamento-3-quartos-mongagua,Apartamento 3 quartos — Mongaguá,Mongaguá,Apartamento,320000,,,img/mongagua-apt-3qt.png,Apartamento 3 quartos em Mongaguá com lazer.,batch10
cobertura-1-quarto-peruibe,Cobertura 1 quarto — Peruíbe,Peruíbe,Cobertura,520000,,,img/peruibe-cobertura-1qt.png,Cobertura 1 quarto em Peruíbe com vista mar.,batch10
casa-4-quartos-bertioga,Casa 4 quartos — Bertioga,Bertioga,Casa,680000,,,img/bertioga-casa-4qt.png,Casa 4 quartos em Bertioga com piscina.,batch10
apartamento-2-quartos-guaruja,Apartamento 2 quartos — Guarujá,Guarujá,Apartamento,380000,,,img/guaruja-apt-2qt.png,Apartamento 2 quartos no Guarujá com lazer.,batch10
casa-3-quartos-praia-grande,Casa 3 quartos — Praia Grande,Praia Grande,Casa,550000,,,img/pg-casa-3qt-quintal.png,Casa 3 quartos em Praia Grande com quintal.,batch10
apartamento-novo-no-gonzaga-santos,Apartamento novo no Gonzaga — Santos,Santos,Apartamento,550000,,,img/santos-apartamento-vista-mar.png,Apartamento novo no Gonzaga com vista mar; lazer completo e fácil acesso à orla.,properties_batch8
casa-terrea-no-jardim-acapulco-guaruja,Casa térrea no Jardim Acapulco — Guarujá,Guarujá,Casa,620000,,,img/guaruja-casa-jardim-acapulco.png,Casa térrea com piscina; churrasqueira e quintal no Jardim Acapulco.,properties_batch8
studio-moderno-na-vila-tupi-praia-grande,Studio moderno na Vila Tupi — Praia Grande,Praia Grande,Studio,280000,,,img/praiagrande-studio-vila-tupi.png,Studio moderno com financiamento facilitado na Vila Tupi.,properties_batch8
cobertura-duplex-no-centro-sao-vicente,Cobertura duplex no centro — São Vicente,São Vicente,Cobertura,780000,,,img/saovicente-cobertura-duplex.png,Cobertura duplex com piscina privativa e vista panorâmica.,properties_batch8
sobrado-geminado-em-centro-peruibe,Sobrado geminado em Centro — Peruíbe,Peruíbe,Sobrado,480000,,,img/peruibe-sobrado-geminado.png,Sobrado geminado com área de lazer em condomínio fechado.,properties_batch8
apartamento-compacto-no-centro-mongagua,Apartamento compacto no centro — Mongaguá,Mongaguá,Apartamento,240000,,,img/mongagua-apartamento-compacto.png,Apartamento compacto com financiamento facilitado no centro de Mongaguá.,properties_batch8
casa-no-centro-com-quintal-itanhaem,Casa no centro com quintal — Itanhaém,Itanhaém,Casa,390000,,,img/itanhaem-casa-centro.png,Casa térrea no centro de Itanhaém com quintal e estrutura para ampliação.,properties_batch8
casa-com-piscina-guaruja,Casa com piscina — Guarujá,Guarujá,Casa,920000,,,img/guaruja-casa-piscina.png,Casa com piscina; churrasqueira e lazer completo no Guarujá.,properties_batch8
studio-lancamento-praia-grande,Studio lançamento — Praia Grande,Praia Grande,Studio,310000,,,img/praiagrande-studio-lancamento.png,Studio em lançamento com financiamento facilitado em Praia Grande.,properties_batch8
cobertura-vista-mar-sao-vicente,Cobertura vista mar — São Vicente,São Vicente,Cobertura,850000,,,img/saovicente-cobertura-vista-mar.png,Cobertura com vista mar e piscina privativa em São Vicente.,properties_batch8
sobrado-condominio-peruibe,Sobrado condomínio — Peruíbe,Peruíbe,Sobrado,510000,,,img/peruibe-sobrado-condominio.png,Sobrado em condomínio fechado com lazer e segurança em Peruíbe.,properties_batch8
apartamento-compacto-financiamento-mongagua,Apartamento compacto financiamento — Mongaguá,Mongaguá,Apartamento,260000,,,img/mongagua-apartamento-financiamento.png,Apartamento compacto com financiamento facilitado em Mongaguá.,properties_batch8
casa-terrea-ampla-itanhaem,Casa térrea ampla — Itanhaém,Itanhaém,Casa,420000,,,img/itanhaem-casa-terrea.png,Casa térrea ampla em Itanhaém com área de convivência.,properties_batch8
apartamento-2-quartos-santos,Apartamento 2 quartos — Santos,Santos,Apartamento,520000,,,img/santos-2qt-gonzaga.png,Apartamento 2 quartos no Gonzaga com vista mar e lazer completo.,properties_batch11
casa-3-quartos-guaruja,Casa 3 quartos — Guarujá,Guarujá,Casa,750000,,,img/guaruja-3qt-acapulco.png,Casa 3 quartos no Jardim Acapulco com piscina e churrasqueira.,properties_batch11
cobertura-2-quartos-santos,Cobertura 2 quartos — Santos,Santos,Cobertura,920000,,,img/santos-cobertura-2qt.png,Cobertura 2 quartos no Gonzaga com piscina privativa.,properties_batch11
studio-1-quarto-praia-grande,Studio 1 quarto — Praia Grande,Praia Grande,Studio,210000,,,img/pg-studio-1qt.png,Studio 1 quarto em lançamento com amenities.,properties_batch11
casa-terrea-itanhaem,Casa térrea — Itanhaém,Itanhaém,Casa,360000,,,img/itanhaem-terrea.png,Casa térrea em Itanhaém com quintal e área gourmet.,properties_batch11
sobrado-4-quartos-peruibe,Sobrado 4 quartos — Peruíbe,Peruíbe,Sobrado,580000,,,img/peruibe-sobrado-4qt.png,Sobrado 4 quartos em condomínio fechado com lazer.,properties_batch11
casa-4-quartos-santos,Casa 4 quartos — Santos,Santos,Casa,680000,,,img/santos-casa-4qt.png,Casa 4 quartos no Embaré com área de lazer.,properties_batch11
casa-terrea-sao-vicente,Casa térrea — São Vicente,São Vicente,Casa,430000,,,img/sv-casa-terrea.png,Casa térrea em São Vicente com quintal espaçoso.,properties_batch11
apartamento-3-quartos-itanhaem,Apartamento 3 quartos — Itanhaém,Itanhaém,Apartamento,320000,,,img/itanhaem-apt-3qt.png,Apartamento 3 quartos em Itanhaém com piscina.,properties_batch11
sobrado-5-quartos-mongagua,Sobrado 5 quartos — Mongaguá,Mongaguá,Sobrado,620000,,,img/mongagua-sobrado-5qt.png,Sobrado 5 quartos em Mongaguá com área gourmet.,properties_batch11
casa-4-quartos-peruibe,Casa 4 quartos — Peruíbe,Peruíbe,Casa,520000,,,img/peruibe-casa-4qt.png,Casa 4 quartos em Peruíbe com piscina e churrasqueira.,properties_batch11
apartamento-2-quartos-bertioga,Apartamento 2 quartos — Bertioga,Bertioga,Apartamento,290000,,,img/bertioga-apt-2qt.png,Apartamento 2 quartos em Bertioga com financiamento.,properties_batch11
cobertura-4-quartos-santos,Cobertura 4 quartos — Santos,Santos,Cobertura,1100000,,,img/santos-cobertura-4qt.png,Cobertura 4 quartos no Gonzaga com vista mar infinita.,properties_batch11
studio-compacto-guaruja,Studio compacto — Guarujá,Guarujá,Studio,240000,,,img/guaruja-studio-compacto.png,Studio compacto no Guarujá com financiamento.,properties_batch11
apartamento-3-quartos-praia-grande,Apartamento 3 quartos — Praia Grande,Praia Grande,Apartamento,600000,,,img/pg-apt-3qt-lazer.png,Apartamento 3 quartos em Praia Grande com lazer completo.,properties_batch11
casa-3-quartos-sao-vicente,Casa 3 quartos — São Vicente,São Vicente,Casa,480000,,,img/sv-casa-3qt.png,Casa 3 quartos em São Vicente com quintal.,properties_batch11
apartamento-1-quarto-itanhaem,Apartamento 1 quarto — Itanhaém,Itanhaém,Apartamento,200000,,,img/itanhaem-apt-1qt.png,Apartamento 1 quarto em Itanhaém com financiamento.,properties_batch11
casa-2-quartos-bertioga,Casa 2 quartos — Bertioga,Bertioga,Casa,390000,,,img/bertioga-casa-2qt.png,Casa 2 quartos em Bertioga com quintal.,properties_batch11
cobertura-1-quarto-santos,Cobertura 1 quarto — Santos,Santos,Cobertura,650000,,,img/santos-cobertura-1qt.png,Cobertura 1 quarto no Gonzaga com vista mar.,properties_batch11
studio-financiado-guaruja,Studio financiado — Guarujá,Guarujá,Studio,230000,,,img/guaruja-studio-financiado.png,Studio financiado em lançamento no Guarujá.,properties_batch11
cobertura-3-quartos-peruibe,Cobertura 3 quartos — Peruíbe,Peruíbe,Cobertura,850000,,,img/peruibe-cobertura-3qt.png,Cobertura 3 quartos em Peruíbe com vista mar.,properties_batch11
apartamento-3-quartos-alto-padrao-santos,Apartamento 3 quartos alto padrão — Santos,Santos,Apartamento,1200000,,,img/santos-3qt-alto-padrao.png,Apartamento 3 quartos alto padrão no Gonzaga com vista mar e acabamentos premium.,properties_batch12
casa-terrea-condominio-guaruja,Casa térrea condomínio — Guarujá,Guarujá,Casa,850000,,,img/guaruja-terrea-condo.png,Casa térrea em condomínio fechado no Guarujá com lazer completo.,properties_batch12
apartamento-piscina-santos,Apartamento piscina — Santos,Santos,Apartamento,,,,img/apartamentopiscinasantos.png,Apartamento piscina — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-churrasqueira-santos,Apartamento churrasqueira — Santos,Santos,Apartamento,,,,img/apartamentochurrasqueirasantos.png,Apartamento churrasqueira — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-lazer-completo-santos,Apartamento lazer completo — Santos,Santos,Apartamento,,,,img/apartamentolazercompletosantos.png,Apartamento lazer completo — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-financiamento-santos,Apartamento financiamento — Santos,Santos,Apartamento,,,,img/apartamentofinanciamentosantos.png,Apartamento financiamento — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-condominio-fechado-santos,Apartamento condomínio fechado — Santos,Santos,Apartamento,,,,img/apartamentocondominiofechadosa.png,Apartamento condomínio fechado — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-quintal-santos,Apartamento quintal — Santos,Santos,Apartamento,,,,img/apartamentoquintalsantos.png,Apartamento quintal — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-area-gourmet-santos,Apartamento área gourmet — Santos,Santos,Apartamento,,,,img/apartamentoareagourmetsantos.png,Apartamento área gourmet — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-alto-padrao-santos,Apartamento alto padrão — Santos,Santos,Apartamento,,,,img/apartamentoaltopadraosantos.png,Apartamento alto padrão — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-lancamento-santos,Apartamento lançamento — Santos,Santos,Apartamento,,,,img/apartamentolancamentosantos.png,Apartamento lançamento — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-centro-santos,Apartamento centro — Santos,Santos,Apartamento,,,,img/apartamentocentrosantos.png,Apartamento centro — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-orla-santos,Apartamento orla — Santos,Santos,Apartamento,,,,img/apartamentoorlasantos.png,Apartamento orla — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-jardim-santos,Apartamento jardim — Santos,Santos,Apartamento,,,,img/apartamentojardimsantos.png,Apartamento jardim — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-cobertura-santos,Apartamento cobertura — Santos,Santos,Apartamento,,,,img/apartamentocoberturasantos.png,Apartamento cobertura — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-duplex-santos,Apartamento duplex — Santos,Santos,Apartamento,,,,img/apartamentoduplexsantos.png,Apartamento duplex — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-compacto-santos,Apartamento compacto — Santos,Santos,Apartamento,,,,img/apartamentocompactosantos.png,Apartamento compacto — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-terrea-santos,Apartamento térrea — Santos,Santos,Apartamento,,,,img/apartamentoterreasantos.png,Apartamento térrea — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-geminado-santos,Apartamento geminado — Santos,Santos,Apartamento,,,,img/apartamentogeminadosantos.png,Apartamento geminado — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-4-quartos-santos,Apartamento 4 quartos — Santos,Santos,Apartamento,,,,img/apartamento4quartossantos.png,Apartamento 4 quartos — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-5-quartos-santos,Apartamento 5 quartos — Santos,Santos,Apartamento,,,,img/apartamento5quartossantos.png,Apartamento 5 quartos — Santos com ótima localização no litoral de SP.,properties_batch12
apartamento-1-quarto-santos,Apartamento 1 quarto — Santos,Santos,Apartamento,,,,img/apartamento1quartosantos.png,Apartamento 1 quarto — Santos com ótima localização no litoral de SP.,properties_batch12
casa-vista-mar-santos,Casa vista mar — Santos,Santos,Casa,,,,img/casavistamarsantos.png,Casa vista mar — Santos com ótima localização no litoral de SP.,properties_batch12
casa-piscina-santos,Casa piscina — Santos,Santos,Casa,,,,img/casapiscinasantos.png,Casa piscina — Santos com ótima localização no litoral de SP.,properties_batch12
casa-churrasqueira-santos,Casa churrasqueira — Santos,Santos,Casa,,,,img/casachurrasqueirasantos.png,Casa churrasqueira — Santos com ótima localização no litoral de SP.,properties_batch12
casa-lazer-completo-santos,Casa lazer completo — Santos,Santos,Casa,,,,img/casalazercompletosantos.png,Casa lazer completo — Santos com ótima localização no litoral de SP.,properties_batch12
casa-financiamento-santos,Casa financiamento — Santos,Santos,Casa,,,,img/casafinanciamentosantos.png,Casa financiamento — Santos com ótima localização no litoral de SP.,properties_batch12
